department;courseNum;courseTitle;sectionNum;courseType;callNum;meetingTime;meetingLocation;instructor;startEndDate
CHY;221;"Organic Chemistry I";0011;LAB;8436;Tu 1:00PM - 4:50PM;Science&nbsp; 216;Shallee T Page;09/05/2012 - 12/15/2012
CHY;226;"Undergraduate Research in Chemistry";0001;RSG;8439;TBA;TBA;Shallee T Page;09/05/2012 - 12/15/2012
CHY;326;"Undergraduate Research in Chemistry";0001;RSG;8440;TBA;TBA;Staff;TBA
CMY;101;"Introduction to Community Studies";0001;LEC;8630;TuTh 12:30PM - 1:50PM;Torrey 104;James H Moreira;09/05/2012 - 12/15/2012
CMY;110;"Downeast Documentary";0001;LEC;8635;TuTh 9:30AM - 10:50AM;Torrey 226;Lisa J Athearn;09/05/2012 - 12/15/2012
CMY;220;"Soliya:";0001;FEX;8631;MoWe 2:00PM - 3:20PM;Torrey 221;James H Moreira;09/05/2012 - 12/15/2012
CMY;312;"Soliya:";0001;FEX;8632;MoWe 2:00PM - 3:20PM;Torrey 221;James H Moreira;09/05/2012 - 12/15/2012
COE;201;"Cooperative Education I";0001;FEX;7682;TBA;TBA;Brenda L Frey;09/05/2012 - 12/15/2012
COE;301;"Cooperative Education II";0001;FEX;7683;TBA;TBA;Brenda L Frey;09/05/2012 - 12/15/2012
COE;305;"Internship in Science";0001;FEX;8431;TBA;TBA;Staff;TBA
COE;313;"Community Experience";0001;FEX;7715;Mo 5:30PM - 8:20PM;Torrey 221;Meghan W Duff;09/05/2012 - 12/15/2012
COE;313;"Community Experience";0002;FEX;8584;TBA;Web;Meghan W Duff;09/05/2012 - 12/15/2012
CSE;106;"Technology Literacy";0001;LAB;8390;Th 5:00PM - 7:50PM;Torrey 113;Michael P Matis;09/05/2012 - 12/15/2012
CSE;305;"Computer Applications for the Professional";0001;LEC;13988;TBA;Web;Harold Bettle;09/05/2012 - 12/15/2012
DAN;106;"Beginning Belly Dance";0001;STU;7716;Tu 6:00PM - 7:50PM;FRC Lower Gym;Lois-Ann Kuntz;09/05/2012 - 12/15/2012
ECO;112;"Community Economics";0001;LEC;8484;Fr 1:00PM - 3:50PM;Torrey 232;Kevin R Athearn;09/05/2012 - 12/15/2012
ECO;201;"Macroeconomics";0001;LEC;7684;MoTh 7:30AM - 8:45AM;Torrey 102;Jon Reisman;09/05/2012 - 12/15/2012
ECO;201;"Macroeconomics";0002;LEC;14224;MoTh 7:30AM - 8:45AM;Bangor Hall - UCB;Jon Reisman;09/05/2012 - 12/15/2012
ECO;201;"Macroeconomics";0003;LEC;14225;MoTh 7:30AM - 8:45AM;Bath-Brunswick Center;Jon Reisman;09/05/2012 - 12/15/2012
ECO;201;"Macroeconomics";0004;LEC;14226;MoTh 7:30AM - 8:45AM;Bucksport;Jon Reisman;09/05/2012 - 12/15/2012
ECO;201;"Macroeconomics";0005;LEC;14227;MoTh 7:30AM - 8:45AM;Deer Isle-Stonington;Jon Reisman;09/05/2012 - 12/15/2012
ECO;201;"Macroeconomics";0006;LEC;14228;MoTh 7:30AM - 8:45AM;Ellsworth Center;Jon Reisman;09/05/2012 - 12/15/2012
ECO;223;"Environmental Economics";0001;LEC;7685;MoWe 2:00PM - 3:20PM;Science&nbsp; 109;Kevin R Athearn;09/05/2012 - 12/15/2012
EDU;103;"Preparing for Praxis I Reading";0001;LEC;8571;Tu 9:00AM - 10:15AM;Torrey 103;Heather Leigh Ball;09/11/2012 - 10/23/2012
EDU;103;"Preparing for Praxis I Reading";0002;LEC;13358;Tu 9:00AM - 10:15AM;Bangor Hall 0100 - UCB;Heather Leigh Ball;09/11/2012 - 10/23/2012
EDU;103;"Preparing for Praxis I Reading";0003;LEC;13359;Tu 9:00AM - 10:15AM;Bath/Brunswick Center;Heather Leigh Ball;09/11/2012 - 10/23/2012
EDU;103;"Preparing for Praxis I Reading";0004;LEC;13360;Tu 9:00AM - 10:15AM;Ellsworth Center;Heather Leigh Ball;09/11/2012 - 10/23/2012
EDU;103;"Preparing for Praxis I Reading";0006;LEC;13362;Tu 9:00AM - 10:15AM;Fort Kent Campus;Heather Leigh Ball;09/11/2012 - 10/23/2012
EDU;103;"Preparing for Praxis I Reading";0007;LEC;13363;Tu 9:00AM - 10:15AM;Presque Isle Campus;Heather Leigh Ball;09/11/2012 - 10/23/2012
EDU;104;"Preparing for Praxis I Writing";0001;LEC;8572;Tu 10:30AM - 11:45AM;Torrey 103;Heather Leigh Ball;09/11/2012 - 10/23/2012
EDU;104;"Preparing for Praxis I Writing";0002;LEC;13380;Tu 10:30AM - 11:45AM;Bangor Hall 0100 - UCB;Heather Leigh Ball;09/11/2012 - 10/23/2012
EDU;104;"Preparing for Praxis I Writing";0003;LEC;13381;Tu 10:30AM - 11:45AM;Bath/Brunswick Center;Heather Leigh Ball;09/11/2012 - 10/23/2012
EDU;104;"Preparing for Praxis I Writing";0004;LEC;13382;Tu 10:30AM - 11:45AM;Ellsworth Center;Heather Leigh Ball;09/11/2012 - 10/23/2012
EDU;104;"Preparing for Praxis I Writing";0006;LEC;13384;Tu 10:30AM - 11:45AM;Fort Kent Campus;Heather Leigh Ball;09/11/2012 - 10/23/2012
EDU;104;"Preparing for Praxis I Writing";0007;LEC;13385;Tu 10:30AM - 11:45AM;Presque Isle Campus;Heather Leigh Ball;09/11/2012 - 10/23/2012
EDU;107;"Preparing for Praxis I Math";0001;LEC;8573;Th 4:00PM - 5:15PM;Torrey 103;Michael Fish;09/11/2012 - 10/23/2012
EDU;107;"Preparing for Praxis I Math";0002;LEC;13389;Th 4:00PM - 5:15PM;Bangor Hall 0100 - UCB;Michael Fish;09/11/2012 - 10/23/2012
EDU;107;"Preparing for Praxis I Math";0003;LEC;13390;Th 4:00PM - 5:15PM;Bath/Brunswick Center;Michael Fish;09/11/2012 - 10/23/2012
EDU;107;"Preparing for Praxis I Math";0004;LEC;13391;Th 4:00PM - 5:15PM;Ellsworth Center;Michael Fish;09/11/2012 - 10/23/2012
EDU;107;"Preparing for Praxis I Math";0005;LEC;13392;Th 4:00PM - 5:15PM;Augusta - UMA Campus;Michael Fish;09/11/2012 - 10/23/2012
EDU;107;"Preparing for Praxis I Math";0006;LEC;13393;Th 4:00PM - 5:15PM;Fort Kent Campus;Michael Fish;09/11/2012 - 10/23/2012
EDU;112;"School and Community";0001;LEC;7686;TuTh 9:30AM - 10:50AM;Science&nbsp; 109;Daniel Qualls;09/05/2012 - 12/15/2012
