department;courseNum;courseTitle;sectionNum;courseType;callNum;meetingTime;meetingLocation;instructor;startEndDate
BUA;201;"Intermediate Financial Reporting I";1000;LEC;9609;Th 7:30AM - 8:45AM;Bennett D. Katz Library 0015;Barbara Vlaisavljevic;09/04/2012 - 12/22/2012
BUA;201;"Intermediate Financial Reporting I";1001;LEC;9610;Th 7:30AM - 8:45AM;Bangor Hall ITV2;Barbara Vlaisavljevic;09/04/2012 - 12/22/2012
BUA;201;"Intermediate Financial Reporting I";1002;LEC;9611;Th 7:30AM - 8:45AM;Bath Brunswick;Barbara Vlaisavljevic;09/04/2012 - 12/22/2012
BUA;201;"Intermediate Financial Reporting I";1003;LEC;10152;Th 7:30AM - 8:45AM;Bucksport HS;Barbara Vlaisavljevic;09/04/2012 - 12/22/2012
BUA;201;"Intermediate Financial Reporting I";1004;LEC;10153;Th 7:30AM - 8:45AM;Deer Isle;Barbara Vlaisavljevic;09/04/2012 - 12/22/2012
BUA;201;"Intermediate Financial Reporting I";1005;LEC;10154;Th 7:30AM - 8:45AM;Ellsworth;Barbara Vlaisavljevic;09/04/2012 - 12/22/2012
BUA;211;"Accounting for Management Decisions";1000;LEC;9530;Fr 9:00AM - 11:45AM;Bennett D. Katz Library 0014;Frank Bean;09/04/2012 - 12/22/2012
BUA;211;"Accounting for Management Decisions";1001;LEC;9531;Fr 9:00AM - 11:45AM;Bangor Hall ITV2;Frank Bean;09/04/2012 - 12/22/2012
BUA;211;"Accounting for Management Decisions";1002;LEC;9532;Fr 9:00AM - 11:45AM;Bath Brunswick;Frank Bean;09/04/2012 - 12/22/2012
BUA;211;"Accounting for Management Decisions";1003;LEC;10273;Fr 9:00AM - 11:45AM;Bucksport HS;Frank Bean;09/04/2012 - 12/22/2012
BUA;211;"Accounting for Management Decisions";1004;LEC;10274;Fr 9:00AM - 11:45AM;Caribou;Frank Bean;09/04/2012 - 12/22/2012
BUA;211;"Accounting for Management Decisions";1005;LEC;10275;Fr 9:00AM - 11:45AM;Deer Isle;Frank Bean;09/04/2012 - 12/22/2012
BUA;216;"Consumer Lending";5000;LEC;15008;TBA;TBA;David M Leach;09/04/2012 - 12/22/2012
BUA;223;"Principles of Management";0100;LEC;9958;Tu 4:00PM - 6:45PM;Randall Student Center 248;Frank Bean;09/04/2012 - 12/22/2012
BUA;223;"Principles of Management";0200;LEC;9964;Tu 4:00PM - 6:45PM;Eastport Hall 0138;James C Belanger;09/04/2012 - 12/22/2012
BUA;223;"Principles of Management";0300;LEC;10363;Mo 9:00AM - 11:45AM;TBA;John P Murray;09/04/2012 - 12/22/2012
BUA;223;"Principles of Management";1000;LEC;9533;Th 9:00AM - 11:45AM;Bennett D. Katz Library 0015;Frank Bean;09/04/2012 - 12/22/2012
BUA;223;"Principles of Management";1001;LEC;9534;Th 9:00AM - 11:45AM;Bangor Hall ITV2;Frank Bean;09/04/2012 - 12/22/2012
BUA;223;"Principles of Management";1002;LEC;9535;Th 9:00AM - 11:45AM;Bath Brunswick;Frank Bean;09/04/2012 - 12/22/2012
BUA;230;"Business Law";1000;LEC;9549;Fr 4:00PM - 6:45PM;Bennett D. Katz Library 0014;J Powers McGuire;09/04/2012 - 12/22/2012
BUA;230;"Business Law";1001;LEC;9551;Fr 4:00PM - 6:45PM;Bangor Hall ITV1;J Powers McGuire;09/04/2012 - 12/22/2012
