department;courseNum;courseTitle;sectionNum;courseType;callNum;meetingTime;meetingLocation;instructor;startEndDate
PSY;235;"Abnormal Psychology";001;LEC;24225;TuTh 9:30AM - 10:45AM;Pullen Hall 213;Franklin V Thompson;09/03/2013 - 12/19/2013
PSY;304;"Psychology of Learning";0002;LEC;29068;MoWe 3:30PM - 4:45PM;Houlton Center;Paul E Johnson;09/03/2013 - 12/19/2013
PSY;311;"Research Methods I";0001;LEC;27910;TBA;ONLINE;Paul E Johnson;09/03/2013 - 12/19/2013
PSY;312;"Research Methods II";0002;LEC;29070;MoWe 12:30PM - 1:45PM;Houlton Center;Allen L Salo;09/03/2013 - 12/19/2013
PSY;355;"Group Process";0001;LEC;24226;TuTh 2:00PM - 3:15PM;Pullen Hall 213;Franklin V Thompson;09/03/2013 - 12/19/2013
PSY;370;"Personality";0001;LEC;24227;TuTh 11:00AM - 12:15PM;Pullen Hall 213;Franklin V Thompson;09/03/2013 - 12/19/2013
PSY;374;"Vocational Aspects of Disability";0011;LEC;29083;Th 1:00PM - 3:45PM;Rumford-Mexico Center;Melissa J Ivey;09/03/2013 - 12/19/2013
PSY;446;"Psychobiology";0001;LEC;30748;TBA;UMPI Arranged Space;Allen L Salo;09/03/2013 - 12/19/2013
PSY;448;"Cognitive Psychology";0001;LEC;24228;TBA;ONLINE;Allen L Salo;09/03/2013 - 12/19/2013
PSY;480;"Advanced Research";0002;LEC;24230;TBA;UMPI Arranged Space;Paul E Johnson;09/03/2013 - 12/19/2013
PSY;496;"Field Experience";0001;FEX;24231;TBA;UMPI Arranged Space;Allen L Salo;09/03/2013 - 12/19/2013
SED;212;"Special Education Law";0001;LEC;27323;Tu 2:00PM - 4:45PM;UMPI Arranged Space;William A Breton;09/03/2013 - 12/19/2013
SED;232;"Language Development in Exceptional Learners";0001;LEC;27743;Th 6:00PM - 8:45PM;Normal 104A;Polly J Earl;09/03/2013 - 12/19/2013
SED;322;"Instructional Strategies in Special Education";0001;LEC;27324;MoWe 2:00PM - 3:15PM;Normal 104A;William A Breton;09/03/2013 - 12/19/2013
SED;352;"Collaboration &amp; Consultation in General and Special Education";0001;LEC;27252;MoWe 11:00AM - 12:15PM;Normal 104A;William A Breton;09/03/2013 - 12/19/2013
SOC;100;"Introduction to Sociology";0004;LEC;29667;Mo 10:00AM - 12:45PM;Houlton Center;Frank R Hayes;09/03/2013 - 12/19/2013
SOC;200;"Social Psychology";0002;LEC;27905;Tu 6:00PM - 8:45PM;Pullen Hall 216;Richard Ayre;09/03/2013 - 12/19/2013
SOC;230;"Criminology";0001;LEC;27926;TuTh 9:30AM - 10:45AM;Pullen Hall 215;Lisa R Leduc;09/03/2013 - 12/19/2013
SOC;311;"Research Methods I";0001;LEC;27911;TBA;ONLINE;Paul E Johnson;09/03/2013 - 12/19/2013
SOC;372;"Police &amp; Policing";0001;LEC;27931;We 6:00PM - 8:45PM;Folsom Hall 105;Reed E Nonken;09/03/2013 - 12/19/2013
SOC;430;"Theoretical Criminology";0001;LEC;27927;TuTh 8:00AM - 9:15AM;Pullen Hall 212;Lisa R Leduc;09/03/2013 - 12/19/2013
SOC;496;"Field Experience";0001;FEX;30193;TBA;UMPI Arranged Space;Lisa R Leduc;09/03/2013 - 12/19/2013
SPA;101;"Elementary Spanish I";0005;LEC;29094;TBA;ONLINE;Carmen Doheny;09/03/2013 - 12/19/2013
SPA;102;"Elementary Spanish II";0002;LEC;24127;TBA;ONLINE;Carmen Doheny;09/03/2013 - 12/19/2013
SWK;200;"Intro to Social Work and Welfare";0001;LEC;27919;TuTh 3:30PM - 4:45PM;Normal 104A;Kim-Anne Perkins;09/03/2013 - 12/19/2013
SWK;207;"Community Mental Health Care";0001;LEC;30423;Fr 8:00AM - 10:45AM;Normal 106;Michelle Reinecke;09/03/2013 - 12/19/2013
SWK;285;"Human Behavior in the Social Environment I";0001;LEC;27916;MoWe 11:00AM - 12:15PM;Folsom Hall 205;Kim-Anne Perkins;09/03/2013 - 12/19/2013
SWK;300;"Social Welfare Policy &amp; Issues";0001;LEC;27918;TuTh 2:00PM - 3:15PM;Pullen Hall 111;Kim-Anne Perkins;09/03/2013 - 12/19/2013
SWK;309;"Case Management Practice";0001;LEC;27917;MoWe 2:00PM - 3:15PM;Folsom Hall 303;Kim-Anne Perkins;09/03/2013 - 12/19/2013
SWK;396A;"Junior Field I";0001;FEX;27939;MoWe 9:00AM - 9:50AM;Pullen Hall 113;Jean H Cashman;09/03/2013 - 12/19/2013
SWK;400;"Social Work Practice II";0001;LEC;27915;TuTh 8:00AM - 9:15AM;Normal 106;Jean H Cashman;09/03/2013 - 12/19/2013
SWK;496A;"Senior Field I";0002;FEX;27941;Th 9:30AM - 12:15PM;UMPI Arranged Space;Jean H Cashman;09/03/2013 - 12/19/2013
