department;courseNum;courseTitle;sectionNum;courseType;callNum;meetingTime;meetingLocation;instructor;startEndDate
MAT;360;"Operations Management";1011;LEC;26721;We 4:00PM - 6:45PM;East Sullivan;Daylin J Butler;09/03/2013 - 12/23/2013
MUS;100;"Recital Lab";0100;MUS;24777;Tu 12:00PM - 1:00PM;Jewett Hall 0156;Anita-Ann Jerosch;09/03/2013 - 12/23/2013
MUS;101;"&quot;Music Theory and Practice I";0100;LEC;24778;MoWe 10:00AM - 11:50AM;Fine Arts Building 0115;Stephen Grover;09/03/2013 - 12/23/2013
MUS;103;"Music of the United States";9000;LEC;29721;TBA;Web/On-line;Anita-Ann Jerosch;09/03/2013 - 12/23/2013
MUS;110;"Popular Music";0200;LEC;24657;We 4:00PM - 6:45PM;Eastport Hall 0100;Richard Kenefic;09/03/2013 - 12/23/2013
MUS;115A;"Basic Applied Music: Sec";0200;MUS;24658;TBA;TBA;Richard Kenefic;09/03/2013 - 12/23/2013
MUS;115B;"Applied Music: Secondary";0200;MUS;24659;TBA;TBA;Richard Kenefic;09/03/2013 - 12/23/2013
MUS;116A;"Applied Classical Music";0100;MUS;24782;TBA;TBA;Staff;09/03/2013 - 12/23/2013
MUS;116B;"Applied Classical Music";0100;MUS;24783;TBA;TBA;Staff;09/03/2013 - 12/23/2013
MUS;117;"The Dream Machine: A History of Rock and Roll";9000;LEC;30711;TBA;Web/On-line;Stephen Grover;10/08/2013 - 11/22/2013
MUS;123;"Understanding Music";1008;LEC;28692;Fr 9:00AM - 11:45AM;East Millinocket;Anita-Ann Jerosch;09/03/2013 - 12/23/2013
MUS;124;"Music of the Twentieth Century";9000;LEC;25421;TBA;Web/On-line;Henry Wyatt;09/03/2013 - 12/23/2013
MUS;131;"Survey of Jazz and Contemporary Music";0100;LEC;24784;Th 11:00AM - 12:50PM;Fine Arts Building 0124;William O Moseley;09/03/2013 - 12/23/2013
MUS;141;"Applied Music: Major Instrument";0100;MUS;24785;TBA;TBA;Staff;09/03/2013 - 12/23/2013
MUS;142;"Applied Music: Major Instrument";0100;MUS;24786;TBA;TBA;Staff;09/03/2013 - 12/23/2013
MUS;151;"First Year/Sophomore Ensemble Sequence";0100;MUS;24789;TBA;TBA;Staff;09/03/2013 - 12/23/2013
MUS;151N;"Freshman Ensemble I for Non";0100;MUS;24793;TBA;TBA;Staff;09/03/2013 - 12/23/2013
MUS;152;"First Year/Sophomore Ensemble Sequence";0100;MUS;24790;TBA;TBA;Staff;09/03/2013 - 12/23/2013
MUS;152N;"Freshman Ensemble II";0100;MUS;24794;TBA;TBA;Staff;09/03/2013 - 12/23/2013
MUS;160;"World Music";9000;LEC;25423;TBA;Web/On-line;Pamela L Jenkins;09/03/2013 - 12/23/2013
MUS;181;"Piano Lab I";0101;LEC;24798;Tu 11:00AM - 11:50AM;Music Mod I;Marcia J Gallagher;09/03/2013 - 12/23/2013
MUS;190;"Women In Western Music";9100;LEC;25427;TBA;Web/On-line;Pamela L Jenkins;10/08/2013 - 11/22/2013
MUS;203;"Music Theory and Practice III";0100;LEC;24799;Tu 10:30AM - 11:50AM;Music Mod II;Richard Nelson;09/03/2013 - 12/23/2013;Th 10:30AM - 12:50PM;Music Mod II;Richard Nelson;09/03/2013 - 12/23/2013
MUS;221;"Arranging I";0100;LEC;24801;TuTh 9:00AM - 10:20AM;Music Mod II;Stephen Grover;09/03/2013 - 12/23/2013
MUS;243;"Applied Music: Major Instrument";0100;MUS;24787;TBA;TBA;Staff;09/03/2013 - 12/23/2013
MUS;244;"Applied Music: Major Instrument";0100;MUS;24788;TBA;TBA;Staff;09/03/2013 - 12/23/2013
MUS;253;"First Year/Sophomore Ensemble Sequence";0100;MUS;24791;TBA;TBA;Staff;09/03/2013 - 12/23/2013
MUS;253N;"Sophomore Ensemble Sequence for Non";0100;MUS;24795;TBA;TBA;Staff;09/03/2013 - 12/23/2013
MUS;254;"Sophomore Ensemble Sequence";0100;MUS;24792;TBA;TBA;Staff;09/03/2013 - 12/23/2013
MUS;254N;"Sophomore Ensemble Sequence for Non";0100;MUS;24796;TBA;TBA;Staff;09/03/2013 - 12/23/2013
MUS;262;"Woodwind Techniques";0100;MUS;24802;TBA;TBA;Staff;09/03/2013 - 12/23/2013
MUS;263;"Brass Techniques";0100;MUS;24803;TBA;TBA;Staff;09/03/2013 - 12/23/2013
MUS;264;"String Techniques";0100;MUS;24804;TBA;TBA;Staff;09/03/2013 - 12/23/2013
MUS;265;"Percussion Techniques";0100;MUS;24805;TBA;TBA;Staff;09/03/2013 - 12/23/2013
